orig_sbg_num,remaining_orig_sbg,cur_sbg_num,members_cur_sbg,sbg_status,sbg_reorg_cnt,pri_role,sec_role,cur_status,reorged_cnt,payable,defector_cnt,cur_month_balance,cur_month_premium,cur_month_1st_calc,cur_month_sec_cals,total_value_refunds,wallet_balance,wallet_claim_award,wallet_no_claim_refund,wallet_reorg_refund,credit_to_savings_account,prior_premiums,debit_to_savings_account
1,3,6,6,valid,0,low-morale,dependent,reorg,1,yes,0,16.666666666666668,0,0,"[16.666666666666668, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,16.666666666666668,16.666666666666668,[0],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,3,0,0,NR,0,defector,dependent,NR,0,NR,2,0,0,16.666666666666668,"[16.666666666666668, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,16.666666666666668,[0],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,3,6,6,valid,0,low-morale,dependent,reorg,1,yes,1,16.666666666666668,0,0,"[16.666666666666668, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,16.666666666666668,16.666666666666668,[0],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1,3,6,6,valid,0,unity-role,dependent,reorg,1,yes,0,16.666666666666668,0,0,"[16.666666666666668, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,16.666666666666668,16.666666666666668,[0],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3,2,3,invalid,0,unity-role,dependent,paid-invalid,0,yes,0,18.867924528301888,0,0,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,18.867924528301888,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3,0,0,NR,0,unity-role,dependent,NR,0,NR,0,0,0,18.867924528301888,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,0,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3,2,3,invalid,0,unity-role,dependent,paid-invalid,0,yes,0,18.867924528301888,0,0,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,18.867924528301888,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2,3,2,3,invalid,0,unity-role,dependent,paid-invalid,0,yes,0,18.867924528301888,0,0,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,18.867924528301888,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2,3,2,invalid,0,unity-role,dependent,paid-invalid,0,yes,0,18.867924528301888,0,0,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,18.867924528301888,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,3,0,0,NR,0,unity-role,dependent,NR,0,NR,0,0,0,18.867924528301888,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,0,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2,3,2,invalid,0,unity-role,independent,paid-invalid,0,yes,0,18.867924528301888,0,0,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,18.867924528301888,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,2,0,0,NR,0,unity-role,independent,NR,0,NR,0,0,0,18.867924528301888,"[16.666666666666668, 25.867924528301888, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25.867924528301888,0,0,0,16.666666666666668,[21.276595744680854],"[7.092198581560284, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3,4,0,0,NR,0,defector,independent,NR,0,NR,1,0,0,16.666666666666668,"[16.666666666666668, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,16.666666666666668,[0],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
